"iso_code","location","date","FirstDate","Day","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cvd_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_100k","COUNTRY","LOG_TYPE","CATEGORY","MEASURE","TARGETED_POP_GROUP","COMMENTS","SOURCE"
"AUS","Australia",2020-04-08,2020-01-25,75,5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","NT Government announces $180 million coronavirus rescue package for Territory businesses","ABC News"
"AUS","Australia",2020-04-08,2020-01-25,75,5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","No","People who deliberately try to spread the coronavirus to Australia's healthcare workers could spend life in prison, the federal government has warned.","SBS News"
"AUS","Australia",2020-04-08,2020-01-25,75,5956,112,45,3,233.57,4.392,1.765,0.118,319368,8668,12.524,0.34,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","No","NSW introduces fines of $5,000 for people spitting and coughing on frontline coronavirus workers","SBS News"
"AUS","Australia",2020-04-09,2020-01-25,76,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Domestic travel restrictions","No","Virgin Australia is suspending all its domestic flights except for a single Sydney to Melbourne return service, which will run once per day, except for Saturdays.","ABC News"
"AUS","Australia",2020-04-09,2020-01-25,76,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","NSW Government would provide free pre-school for the next six months at a cost of around $50 million.","ABC News"
"AUS","Australia",2020-04-09,2020-01-25,76,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Domestic travel restrictions","Yes","NSW Police to launch criminal investigation into Ruby Princess saga as deaths linked to ship grow. Strikeforce Bast is investigating whether the ship's operator downplayed the number of potential coronavirus cases on board before 2,700 passengers disembarked at Circular Quay.","ABC News"
"AUS","Australia",2020-04-09,2020-01-25,76,6052,96,50,5,237.334,3.765,1.961,0.196,330134,10766,12.946,0.422,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Testing policy","No","anyone with a fever or respiratory symptoms such as a cough, sore throat or shortness of breath has been urged to get tested, regardless of their recent travel history. From later this week, testing will also be available at private pathology centres in the Perth and Peel regions.","ABC News"
"AUS","Australia",2020-04-10,2020-01-25,77,6152,100,52,2,241.256,3.922,2.039,0.078,338346,8212,13.269,0.322,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","Yes","Recently retired medical staff sought in South Australia's health recruitment drive to fight coronavirus. Doctors, physiotherapists and social workers are being sought for seasonal, casual, fixed term and full time roles. SA is also seeking additional occupational therapists, speech pathologists, podiatrists, dietitians, medical imaging professionals, medical scientists, and allied health assistants and laboratory technicians.","SBS News"
"AUS","Australia",2020-04-10,2020-01-25,77,6152,100,52,2,241.256,3.922,2.039,0.078,338346,8212,13.269,0.322,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","Yes","Homeless get access to Victorian aged-care facilities to recover from coronavirus","SBS News"
"AUS","Australia",2020-04-11,2020-01-25,78,6238,86,54,2,244.629,3.373,2.118,0.078,347847,9501,13.641,0.373,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Movement restrictions","Surveillance and monitoring","Yes","This week, WA Police were provided expanded security powers inc 200 electronic ankle bracelets with GPS tracking capability, at a cost of $3 million, for monitoring people breaking quarantine. These expanded powers include allowing authorities to issue directions to a 'class' or group of people, rather than an individual; as well as impose penalties of $12,000 fines and 12 months of imprisonment for non-compliance.","SBS News"
"AUS","Australia",2020-04-11,2020-01-25,78,6238,86,54,2,244.629,3.373,2.118,0.078,347847,9501,13.641,0.373,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","The Morrison government has pledged an immediate $100 million funding injection to more than 300 charities and community organisations faced with the economic downturn caused by the coronavirus.","SBS News"
"AUS","Australia",2020-04-12,2020-01-25,79,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","State of emergency declared","Yes","Victorian state of emergency extended for another month as new coronavirus cases decline","ABC News"
"AUS","Australia",2020-04-12,2020-01-25,79,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Psychological assistance and medical social work","Yes","Vic Premier unveiled a $60 million package to support mental health services.","ABC News"
"AUS","Australia",2020-04-12,2020-01-25,79,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Introduction of isolation and quarantine policies","Yes","Tasmania closes two hospitals to 'stamp out' coronavirus outbreak in the north-west","ABC News"
"AUS","Australia",2020-04-12,2020-01-25,79,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","No","Universities to cut prices on courses to help re-skill workers after coronavirus","SBS News"
"AUS","Australia",2020-04-12,2020-01-25,79,6289,51,57,3,246.629,2,2.235,0.118,353941,6094,13.88,0.239,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","A new Higher Education Relief Package will support workers who have been displaced as a result of the COVID-19 crisis and who are looking to upskill or retrain. It will also provide funding certainty to higher education providers","Australian Govt"
"AUS","Australia",2020-04-13,2020-01-25,80,6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Military deployment","Yes","Tasmania calls in ADF medics as coronavirus tally hits 150","ABC News"
"AUS","Australia",2020-04-13,2020-01-25,80,6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","Yes","Federal Health Minister Greg Hunt has announced an additional $3 million to aid research institutes in the fight against coronavirus.","ABC News"
"AUS","Australia",2020-04-13,2020-01-25,80,6322,33,61,4,247.923,1.294,2.392,0.157,362136,8195,14.201,0.321,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","NSW announces $440 million coronavirus rent relief package","SBS News"
"AUS","Australia",2020-04-14,2020-01-25,81,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Testing policy","No","Anyone with flu symptoms in outbreak centres including Sydney's inner west, Waverley, Woollahra, Randwick, Ryde, Penrith, Liverpool, Blacktown, Cumberland and Westmead can be tested","ABC News"
"AUS","Australia",2020-04-14,2020-01-25,81,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Testing policy","No","Victoria expands coronavirus testing criteria to be 'widest in Australia'","ABC News"
"AUS","Australia",2020-04-14,2020-01-25,81,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","Yes","The recruitment of 120 paramedics which was due to take place next financial year was being brought forward. ""They will be recruited by Ambulance Victoria in May and June to enable 120 paramedics to be added to the workforce,"" she said.","ABC News"
"AUS","Australia",2020-04-14,2020-01-25,81,6366,44,61,0,249.648,1.725,2.392,0,366493,4357,14.372,0.171,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","Yes","Aust Govt will provide a further $3 million to support frontline health workers with training and information which will support the treatment of patients with coronavirus. ","Australian Govt"
"AUS","Australia",2020-04-15,2020-01-25,82,6416,50,61,0,251.609,1.961,2.392,0,371377,4884,14.564,0.192,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-16,2020-01-25,83,6458,42,63,2,253.256,1.647,2.471,0.078,380003,8626,14.902,0.338,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Social distancing","Limit public gatherings","Yes","National Cabinet re-emphasised that the one person per four square metres rule does not apply in school classrooms. ","Australian Govt"
"AUS","Australia",2020-04-16,2020-01-25,83,6458,42,63,2,253.256,1.647,2.471,0.078,380003,8626,14.902,0.338,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Federal Government guarantees domestic aviation network","Australian Govt"
"AUS","Australia",2020-04-17,2020-01-25,84,6497,39,63,0,254.786,1.529,2.471,0,391530,11527,15.354,0.452,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-18,2020-01-25,85,6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","General recommendations","Yes","visits to aged care facilities: visits should be limited to a short duration, a maximum of two visitors at one time per day, and conducted in line with social distancing practices. This is designed to limit the spread of COVID-19 in residential aged care facilities.","Australian Govt"
"AUS","Australia",2020-04-18,2020-01-25,85,6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","No","58 million face masks arrive to protect health workers from COVID-19","Australian Govt"
"AUS","Australia",2020-04-18,2020-01-25,85,6533,36,67,4,256.197,1.412,2.627,0.157,406510,14980,15.942,0.587,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","No"," increase in COVID-19 themed cyber activity designed to either install software or steal personal information and banking details.","Australian Govt"
"AUS","Australia",2020-04-19,2020-01-25,86,6586,53,69,2,258.276,2.078,2.706,0.078,420996,14486,16.51,0.568,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-20,2020-01-25,87,6612,26,70,1,259.295,1.02,2.745,0.039,431734,10738,16.931,0.421,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-21,2020-01-25,88,6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Strengthening the public health system","No","PPE stocks and other equipment such as ventilators are now largely sufficient to meet expected demand for Australia¡¦s COVID19 response through to December 2020, with current social distancing and travel restriction measures in place.","Australian Govt"
"AUS","Australia",2020-04-21,2020-01-25,88,6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Virgin Australia went into external administration after being crushed by a $4.8bn debt mountain and failing to secure a federal government bailout.","The Guardian"
"AUS","Australia",2020-04-21,2020-01-25,88,6625,13,71,1,259.805,0.51,2.784,0.039,439842,8108,17.249,0.318,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Public health measures","Awareness campaigns","No","Stop it': Scott Morrison calls for an end to coronavirus-related racism","SBS News"
"AUS","Australia",2020-04-22,2020-01-25,89,6647,22,74,3,260.668,0.863,2.902,0.118,452441,12599,17.743,0.494,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-23,2020-01-25,90,6654,7,74,0,260.942,0.275,2.902,0,466659,14218,18.3,0.558,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-24,2020-01-25,91,6667,13,75,1,261.452,0.51,2.941,0.039,482370,15711,18.917,0.616,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-25,2020-01-25,92,6687,20,79,4,262.237,0.784,3.098,0.157,494257,11887,19.383,0.466,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-26,2020-01-25,93,6703,16,81,2,262.864,0.627,3.176,0.078,506449,12192,19.861,0.478,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-27,2020-01-25,94,6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Introduction / extension of measures","Governance and socio-economic measures","Economic measures","Yes","Coronavirus Supplement is a $550 per fortnight top-up payment for people on welfare. Payments will begin on April 27 and will be available for at least six months.","ABC News"
"AUS","Australia",2020-04-27,2020-01-25,94,6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Phase-out measure","Public health measures","Other public health measures enforced","Yes","from 27 April 2020, category 2 and some important category 3 procedures can recommence across the public and private hospital sectors. Including: IVF, Screening programs (cancer and other diseases), Post cancer reconstruction procedures (such as breast reconstruction), Procedures for children under 18 years of age. Joint replacements (incl knees, hips, shoulders), Cataracts and eye procedures, Endoscopy and colonoscopy procedures
","Australian Govt"
"AUS","Australia",2020-04-27,2020-01-25,94,6713,10,83,2,263.256,0.392,3.255,0.078,517063,10614,20.277,0.416,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Phase-out measure","Public health measures","Other public health measures enforced","Yes","dentists move to level 2 restrictions (such as fitting dentures, braces, non-high speed drill fillings and basic fillings), allowing a broader range of dental interventions to occur where the risk of transmission can be managed and PPE stocks procured by the private sector.","Australian Govt"
"AUS","Australia",2020-04-28,2020-01-25,95,6725,12,84,1,263.727,0.471,3.294,0.039,530679,13616,20.811,0.534,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-29,2020-01-25,96,6738,13,88,4,264.237,0.51,3.451,0.157,544410,13731,21.35,0.538,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-04-30,2020-01-25,97,6746,8,90,2,264.55,0.314,3.529,0.078,563641,19231,22.104,0.754,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,"Australia","Phase-out measure","Movement restrictions","Visa restrictions","Yes","International students working in aged care, as nurses and in supermarkets have had student hours extended to support these critical sectors. From 1 May, their hours will return to the maximum 40 hours a fortnight as more Australians are being recruited into these roles.","Aust Immigration"
"AUS","Australia",2020-05-01,2020-01-25,98,6762,16,92,2,265.178,0.627,3.608,0.078,588868,25227,23.093,0.989,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-02,2020-01-25,99,6767,5,93,1,265.374,0.196,3.647,0.039,611583,22715,23.984,0.891,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-03,2020-01-25,100,6783,16,93,0,266.001,0.627,3.647,0,633107,21524,24.828,0.844,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-04,2020-01-25,101,6801,18,95,2,266.707,0.706,3.726,0.078,650214,17107,25.499,0.671,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-05,2020-01-25,102,6825,24,95,0,267.648,0.941,3.726,0,664756,14542,26.069,0.57,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-06,2020-01-25,103,6849,24,96,1,268.589,0.941,3.765,0.039,688656,23900,27.006,0.937,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-07,2020-01-25,104,6875,26,97,1,269.609,1.02,3.804,0.039,722549,33893,28.335,1.329,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-08,2020-01-25,105,6896,21,97,0,270.433,0.824,3.804,0,757250,34701,29.696,1.361,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-09,2020-01-25,106,6914,18,97,0,271.139,0.706,3.804,0,795456,38206,31.194,1.498,"tests performed",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-10,2020-01-25,107,6929,15,97,0,271.727,0.588,3.804,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia",2020-05-11,2020-01-25,108,6941,12,97,0,272.197,0.471,3.804,0,NA,NA,NA,NA,"",25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2019-12-31,2019-12-31,1,27,27,0,0,0.019,0.019,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-01,2019-12-31,2,27,0,0,0,0.019,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-02,2019-12-31,3,27,0,0,0,0.019,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-03,2019-12-31,4,44,17,0,0,0.031,0.012,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-04,2019-12-31,5,44,0,0,0,0.031,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-05,2019-12-31,6,59,15,0,0,0.041,0.01,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-06,2019-12-31,7,59,0,0,0,0.041,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-07,2019-12-31,8,59,0,0,0,0.041,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-08,2019-12-31,9,59,0,0,0,0.041,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-09,2019-12-31,10,59,0,0,0,0.041,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-10,2019-12-31,11,59,0,0,0,0.041,0,0,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-11,2019-12-31,12,59,0,1,1,0.041,0,0.001,0.001,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-12,2019-12-31,13,59,0,1,0,0.041,0,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-13,2019-12-31,14,59,0,1,0,0.041,0,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-14,2019-12-31,15,59,0,1,0,0.041,0,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-15,2019-12-31,16,59,0,2,1,0.041,0,0.001,0.001,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-16,2019-12-31,17,59,0,2,0,0.041,0,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-17,2019-12-31,18,63,4,2,0,0.044,0.003,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-18,2019-12-31,19,80,17,2,0,0.056,0.012,0.001,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-19,2019-12-31,20,216,136,3,1,0.15,0.094,0.002,0.001,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-20,2019-12-31,21,235,19,3,0,0.163,0.013,0.002,0,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,"China","Introduction / extension of measures","Governance and socio-economic measures","State of emergency declared","No","","Novinite"
"CHN","China",2020-01-21,2019-12-31,22,386,151,6,3,0.268,0.105,0.004,0.002,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,NA,NA,NA,NA,NA,NA,NA
"CHN","China",2020-01-22,2019-12-31,23,526,140,17,11,0.365,0.097,0.012,0.008,NA,NA,NA,NA,"",1439323774,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,NA,4.34,"China","Introduction / extension of measures","Public health measures","Health screenings in airports and border crossings","Yes","International flighes","Ministry of health"
